"titles";"years";"odometer";"vehicle_type";"engine";"gearbox";"prices"
"ToyotaHiace3.0LREGIUSACE,MANUAL,LOWKM2012";"2012";46375;" Van";" 3000cc diesel engine";" manual";29970
"ToyotaHiaceREGIUS3.0DIESELTURBOLWB2008";"2008";129097;" Van";" 3000cc diesel engine";" automatic";22890
"ToyotaHilux3.0TD2WDDC5M2010";"2010";53922;" Ute";" 2982cc diesel engine";" manual";27990
"ToyotaWishZ2005";"2005";97086;" Van";" 2000cc petrol engine";" automatic";8999
"ToyotaHilux2.8SR5DoubleCab2016";"2016";1950;" RV/SUV";" 2755cc diesel engine";" automatic";54990
"ToyotaAlphard$1Dep$66Wk2004";"2004";139491;" Van";" 2400cc petrol engine";" automatic";9990
"ToyotaCorollaGl2004";"2004";205700;" Hatchback";" 1794cc petrol engine";" manual";4500
"ToyotaLandCruiserPradoTXwithWARRANTY2006";"2006";42100;" RV/SUV";" 4000cc petrol engine";" automatic";31598
"ToyotaAlphardAXTresoralcantara2004";"2004";93000;" Station Wagon";" 2400cc petrol engine";" automatic";10990
"ToyotaPriusSFacelift2013";"2013";68043;" Hatchback";" 1800cc petrol engine";" automatic";19999
"ToyotaIst1.5LNewShape**from$61.37we...2007";"2007";83842;" Hatchback";" 1496cc petrol engine";" automatic";8850
"ToyotaHiluxBlackEdition2014";"2014";22307;" Ute";" 2998cc diesel engine";" manual";42995
"ToyotaHiaceZLRWD3.0TDVAN/54A-2SEA...2015";"2015";35413;" Van";" 2982cc diesel engine";" automatic";36995
"ToyotaCorollaFielder2005";"2005";81120;" Station Wagon";" 1500cc petrol engine";" automatic";7449
"ToyotaWish**MagWheelsReversingCamera**2005";"2005";89300;" Van";" 1800cc petrol engine";" automatic";7450
"ToyotaCorolla1.5LGEDITIONWAGON2006";"2006";39741;" Station Wagon";" 1497cc petrol engine";" automatic";12990
"ToyotaCorollaGXFWD1.8PSedan/44A(ZRS...2012";"2012";85182;" Sedan";" 1798cc petrol engine";" automatic";14995
"ToyotaHiaceZXMinibus3.0T/DAuto2015";"2015";35000;" Van";" 2982cc diesel engine";" automatic";51990
"ToyotaRactis2007";"2007";75914;" Hatchback";" 1500cc petrol engine";" automatic";6995
"ToyotaPriusPlug-inHybrid2012";"2012";20519;" Hatchback";" 1797cc";" automatic";34990
"ToyotaHiluxSR54WD3.0TDDCUte4A(KFDS...2013";"2013";51574;" Ute";" 2982cc diesel engine";" automatic";44990
"ToyotaAuris1500CCGREATCONDITIONSMART...2006";"2006";41100;" Hatchback";" 1500cc petrol engine";" automatic";9500
"ToyotaAllion1800CCFACELIFTMODELSPECIAL2005";"2005";71300;" Sedan";" 1800cc petrol engine";" automatic";6800
"ToyotaAuris1.5LSPORTSGREATCONDITIONS...2006";"2006";75000;" Hatchback";" 1500cc petrol engine";" automatic";8995
"ToyotaCorolla1.5LSPORTSWITHALLOYSPEC...2005";"2005";71400;" Hatchback";" 1500cc petrol engine";" automatic";7200
"ToyotaBlade2.4LGTOPMODELWITHGREATC...2006";"2006";78000;" Hatchback";" 2400cc petrol engine";" tiptronic";9500
"ToyotaCamry2.4GHIGHLINEMODELWITHGREA...2007";"2007";75500;" Sedan";" 2400cc petrol engine";" automatic";9995
"ToyotaCaldina1800CCGREATCONDITIONSPEC...2004";"2004";86200;" Station Wagon";" 1800cc petrol engine";" automatic";7995
"ToyotaIpsum240ITYPES22008";"2008";84871;" Station Wagon";" 2400cc petrol engine";" automatic";9999
"ToyotaFielder1.8L!!6AIRBAGS2007";"2007";73383;" Station Wagon";" 1790cc petrol engine";" automatic";9495
"ToyotaRAV4PUSHSTARTBUTTON2006";"2006";85550;" RV/SUV";" 2360cc petrol engine";" automatic";14495
"ToyotaRactis1500cc2006";"2006";61855;" Hatchback";" 1500cc petrol engine";" automatic";7995
"ToyotaRAV4CRUISECONTROL2006";"2006";67283;" RV/SUV";" 2360cc petrol engine";" automatic";14250
"ToyotaFunCargo2000";"2000";150000;" Hatchback";" 1298cc petrol engine";" automatic";3600
"ToyotaHiluxDoubleCabManual4WD2008";"2008";205000;" Ute";" 2982cc diesel engine";" manual";27990
"ToyotaCorollaGX1.8LHATCH2015";"2015";42846;" Hatchback";" 1798cc petrol engine";" automatic";23990
"ToyotaMark-from$41.27weekly-Penrose...2005";"2005";106793;" Sedan";" 2500cc petrol engine";" automatic";7479
"ToyotaHiluxFLATDECKDOUBLECAB2010";"2010";69414;" Ute";" 2982cc diesel engine";" manual";25950
"ToyotaLandCruiserPradoGX7SeatDiesel2010";"2010";148000;" RV/SUV";" 2982cc diesel engine";" automatic";38990
"ToyotaRAV42.5GXL4WD2014";"2014";15585;" RV/SUV";" 2494cc petrol engine";" automatic";38990
"ToyotaCorollaGX1.8LNZNEW2012";"2012";27489;" Hatchback";" 1798cc petrol engine";" automatic";18500
"ToyotaVanguard240S4WD5SEATS2007";"2007";113519;" RV/SUV";" 2400cc petrol engine";" automatic";15990
"ToyotaHighlander3.5GXAWDSignatureClass2014";"2014";56363;" RV/SUV";" 3456cc petrol engine";" tiptronic";43990
"ToyotaHighlander3.5GXLAWD2015";"2015";17800;" RV/SUV";" 3456cc petrol engine";" tiptronic";52990
"ToyotaAvensisXI2008";"2008";84925;" Station Wagon";" 2000cc petrol engine";" automatic";15950
"ToyotaAuris150XSPACKAGE2007";"2007";87583;" Hatchback";" 1500cc petrol engine";" automatic";11995
"ToyotaPriusi-Tech1.8LPet/ElectHybrid...2010";"2010";56672;" Hatchback";" 1798cc petrol engine";" automatic";22888
"ToyotaRAV45DG2007";"2007";83542;" RV/SUV";" 2400cc petrol engine";" automatic";14490
"ToyotaCamryGL2.5LSedan2014";"2014";58275;" Sedan";" 2494cc petrol engine";" automatic";22990
"ToyotaYarisT1301.3LNZNEW2011";"2011";84173;" Hatchback";" 1298cc petrol engine";" automatic";10300
"ToyotaHiluxSR54WD3.0DIESELD/CABAUTO...2013";"2013";101000;" RV/SUV";" 2982cc diesel engine";" automatic";39950
"ToyotaMark-X350S2011";"2011";63088;" Sedan";" 3500cc petrol engine";" automatic";23999
"ToyotaIst1.5SLEditionNicecolour2004";"2004";77900;" Hatchback";" 1500cc petrol engine";" automatic";6495
"ToyotaCorollaRUNX-X2004";"2004";49643;" Hatchback";" 1500cc petrol engine";" automatic";8979
"ToyotaAvensisFoglights,steeringcontrol...2006";"2006";62775;" Sedan";" 2360cc petrol engine";" automatic";6795
"ToyotaWish2005";"2005";51000;" RV/SUV";" 1794cc petrol engine";" automatic";8000
"ToyotaRAV4Ltd2013";"2013";22300;" RV/SUV";" 2362cc petrol engine";" automatic";29999
"ToyotaPlatz2001";"2001";114946;" Sedan";" 998cc petrol engine";" automatic";3995
"ToyotaYaris2008";"2008";76202;" Hatchback";" 1298cc petrol engine";" automatic";6600
"ToyotaYarisGXFWD1.3PHATCH/55MT(YHMG...2014";"2014";43182;" Hatchback";" 1298cc petrol engine";" manual";16995
"ToyotaCorollaGX1.8LHATCH2014";"2014";49653;" Hatchback";" 1798cc petrol engine";" automatic";20230
"ToyotaWish-from$34.53weekly-NewLyn...2004";"2004";103473;" Station Wagon";" 2000cc petrol engine";" tiptronic";5979
"ToyotaPrius*SPECIALOFTHEWEEK*2010";"2010";60160;" Hatchback";" 1500cc petrol engine";" automatic";11250
"ToyotaCaldina1800CCLOW85KMSPECIAL!2007";"2007";85500;" Station Wagon";" 1800cc petrol engine";" automatic";10300
"ToyotaHiacePETROL2006";"2006";48180;" Van";" 2000cc petrol engine";" automatic";18990
"ToyotaBladeMasterV6LEDRunningLight1...2007";"2007";119378;" Hatchback";" 3500cc petrol engine";" automatic";11990
"ToyotaRAV42.5GXSUV2015";"2015";52784;" RV/SUV";" 2494cc petrol engine";" automatic";29990
"ToyotaSpacioX2004";"2004";53335;" Station Wagon";" 1496cc petrol engine";" automatic";6980
"ToyotaRAV42.5GXSUV2015";"2015";70142;" RV/SUV";" 2494cc petrol engine";" automatic";27490
"ToyotaVitz2005";"2005";43460;" Hatchback";" 1300cc petrol engine";" automatic";6995
"ToyotaAurisPushStart**DarkInterior**2007";"2007";85879;" Hatchback";" 1490cc petrol engine";" automatic";8500
"ToyotaMark-X250GGREATCONDITIONSPECIAL...2005";"2005";73400;" Sedan";" 2500cc petrol engine";" tiptronic";8200
"ToyotaIsis*7seaterfamilycar*alloywh...2004";"2004";93281;" Station Wagon";" 2000cc petrol engine";" automatic";6395
"ToyotaCorolla1.8GXAuto2016";"2016";2000;" Hatchback";" 1798cc petrol engine";" automatic";26990
"ToyotaRAV4GXLAWD2.5PPetrolSUV/56AT...2013";"2013";50431;" Station Wagon";" 2494cc petrol engine";" automatic";32995
"ToyotaPrius1.8ZRHYBRID2016";"2016";3890;" Hatchback";" 1798cc";" automatic";42990
"ToyotaAvensis2005";"2005";100700;" Sedan";" 2362cc petrol engine";" automatic";6400
"ToyotaRaum-from$30.04weekly-Hamilto...2004";"2004";96384;" Hatchback";" 1500cc petrol engine";" automatic";4979
"ToyotaHighlander4WD3.5SUV2010";"2010";135371;" Station Wagon";" 3456cc petrol engine";" automatic";25990
"ToyotaAuris18GAero2007";"2007";119000;" Hatchback";" 1800cc petrol engine";" automatic";10985
"ToyotaAllion1800CCFACELIFTMODELSPECIAL2005";"2005";69400;" Sedan";" 1800cc petrol engine";" automatic";7200
"ToyotaHiluxTRDV62014";"2014";12665;" Ute";" 3956cc petrol engine";" automatic";45000
"ToyotaRAV42007";"2007";64300;" RV/SUV";" 2400cc petrol engine";" automatic";14999
"ToyotaKluger2.4S7SEATER2006";"2006";98171;" RV/SUV";" 2400cc petrol engine";" automatic";16995
"ToyotaHiluxTDSR5DC4X42010";"2010";210335;" Ute";" 2982cc diesel engine";" automatic";26995
"ToyotaPrius1.8LPetrolSHATCH2015";"2015";19520;" Hatchback";" 1798cc petrol engine";" automatic";30990
"ToyotaCorollaGX1.8LHATCH2014";"2014";42590;" Hatchback";" 1798cc petrol engine";" automatic";21990
"ToyotaHiluxDoubleCab2wd2011";"2011";116736;" Ute";" 3000cc diesel engine";" manual";25490
"ToyotaCorolla1.8HybridAuto2016";"2016";1600;" Hatchback";" 1798cc";" automatic";32990
"ToyotaRAV42.5GXL4WD2015";"2015";31200;" RV/SUV";" 2494cc petrol engine";" automatic";36990
"ToyotaPasso1300cc2007";"2007";29413;" Hatchback";" 1300cc";" automatic";6995
"ToyotaPrius37000km,,only,,2011";"2011";37720;" Hatchback";" 1500cc";" automatic";13250
"ToyotaHiaceVANDXLONG2008";"2008";98774;" Van";" 2000cc petrol engine";" automatic";21807
"ToyotaCorollaGLXFWD1.8PHATCH/5CVT(Z...2015";"2015";55814;" Hatchback";" 1798cc petrol engine";" automatic";22995
"ToyotaIst1.5VVT-iNewShapeKeyless2008";"2008";64307;" Hatchback";" 1500cc petrol engine";" automatic";10349
"ToyotaRunx***ONEYEARFREEWARRANTY***2005";"2005";65000;" Hatchback";" 1500cc petrol engine";" automatic";7795
"ToyotaHarrierAIRS4WD2004";"2004";111863;" RV/SUV";" 3000cc";" automatic";13995
"ToyotaVoxyZ-Aero2005";"2005";136000;" Van";" 2000cc petrol engine";" automatic";8990
"ToyotaCamry**alloywheels**foglights**2005";"2005";112328;" Sedan";" 2362cc petrol engine";" automatic";6895
"ToyotaVellfire2.4Auto2010";"2010";30900;" Station Wagon";" 2362cc petrol engine";" tiptronic";41490
"ToyotaCamry1999";"1999";188090;" Sedan";" 2990cc petrol engine";" automatic";3990
"ToyotaPlatz4DOORMANUALSEDAN2003";"2003";128030;" Sedan";" 1500cc petrol engine";" manual";4999
"ToyotaPremio2004";"2004";89000;" Sedan";" 1794cc petrol engine";" automatic";5500
"ToyotaCorollaGXNZNew2011";"2011";74340;" Hatchback";" 1798cc petrol engine";" manual";13999
"ToyotaYarisGXFWD1.3LHATCH2015";"2015";24628;" Hatchback";" 1298cc petrol engine";" automatic";17888
"ToyotaPriuscSx1.5Hybrid5YearsServi...2016";"2016";2500;" Hatchback";" 1497cc hybrid";" petrol engine";26990
"ToyotaCorollaGLXAuto5YearServicinga...2016";"2016";4500;" Hatchback";" 1798cc petrol engine";" automatic";29990
"ToyotaHiluxSR5LimitedDoubleCab4.0P2016";"2016";1900;" RV/SUV";" 3956cc petrol engine";" automatic";55990
"ToyotaCorollaGX1.8PHatch9.95%p.a*Fi...2014";"2014";59866;" Hatchback";" 1798cc petrol engine";" automatic";18995
"Toyota86GTCoupe2.06AT2016";"2016";NA;" 1998cc petrol engine";" automatic";NA;44990
"ToyotaFortunerGXL2.8D4WDAuto2016";"2016";5500;" RV/SUV";" 2755cc diesel engine";" automatic";65990
"ToyotaHiluxSRExtraCab2.8Diesel4WD2016";"2016";NA;" 2755cc diesel engine";" manual";NA;61990
"ToyotaCorollaLevinSx1.8P/Cvt/Ha3Year...2016";"2016";2750;" Hatchback";" 1798cc petrol engine";" automatic";33990
"ToyotaHiluxSRDoubleCab2.8DieselAuto2016";"2016";1200;" RV/SUV";" 2755cc diesel engine";" automatic";65990
"ToyotaHiluxSR52.8DieselAuto2WD2016";"2016";NA;" 2755cc diesel engine";" automatic";NA;51990
"ToyotaCorollaFielder**GetFinanceat8.5%**2004";"2004";95000;" Station Wagon";" 1490cc petrol engine";" automatic";6499
"ToyotaCamryI-Tech2012";"2012";80000;" Sedan";" 2494cc hybrid engine";" automatic";28999
"ToyotaVitz1.3LPetrolFHATCH2009";"2009";85851;" Hatchback";" 1329cc petrol engine";" automatic";10288
"ToyotaEstimaTX-LTD2005";"2005";24594;" Van";" 2400cc petrol engine";" automatic";13642
"ToyotaSprinter***SEVINTAGEONSPECIAL***1996";"1996";160000;" Sedan";" 1497cc petrol engine";" manual";2490
"ToyotaIpsum240SBlacktriminteriorGood...2004";"2004";120154;" Station Wagon";" 2360cc petrol engine";" automatic";6990
"ToyotaWish-from$36.78weekly-Taurang...2006";"2006";106518;" Station Wagon";" 1800cc petrol engine";" tiptronic";6479
"ToyotaLandCruiser4.5TdVXLimited2011";"2011";88000;" RV/SUV";" 4461cc diesel engine";" automatic";87990
"ToyotaCorollaFielder2000";"2000";162732;" Station Wagon";" 1794cc petrol engine";" automatic";4000
"ToyotaBlade2.4LGModel2007";"2007";104272;" Hatchback";" 2400cc petrol engine";" tiptronic";8700
"ToyotaAllex***AWESOMEHATCHBACKWITHLOW...2005";"2005";77000;" Hatchback";" 1500cc petrol engine";" automatic";7445
"ToyotaCamry***LOWKM'SONSPECIAL***2006";"2006";60140;" Sedan";" 2400cc petrol engine";" automatic";11499
"ToyotaLandCruiserPradoVXLimited2009";"2009";105000;" Station Wagon";" 2982cc diesel engine";" automatic";49995
"ToyotaRAV4GSuperlowmileage2008";"2008";38500;" RV/SUV";" 2400cc petrol engine";" automatic";17495
"ToyotaIst-from$36.78weekly-Christch...2004";"2004";64920;" Hatchback";" 1300cc petrol engine";" automatic";6479
"ToyotaHiluxTdDc2009";"2009";209000;" Ute";" 3000cc diesel engine";" manual";26500
"ToyotaKluger2.4L4WD3YearWarrantyFree2005";"2005";96776;" RV/SUV";" 2400cc petrol engine";" automatic";10490
"ToyotaLandCruiserPradoLandcruiserPrad...2003";"2003";205470;" Station Wagon";" 3956cc petrol engine";" automatic";19990
"ToyotaIpsum240IPREMIUMALCANTARA2005";"2005";126136;" Station Wagon";" 2400cc petrol engine";" automatic";5990
"ToyotaHiluxSR52007";"2007";170000;" Ute";" 3000cc";" automatic";25000
"ToyotaAuris150XMPackage2007";"2007";99039;" Hatchback";" 1500cc petrol engine";" automatic";10995
"ToyotaHiaceDXDIESEL2013";"2013";167000;" Van";" 3000cc diesel engine";" automatic";25990
"ToyotaHiaceDXDiesel2011";"2011";83000;" Van";" 3000cc diesel engine";" automatic";28990
"ToyotaHiace4x42013";"2013";108000;" Van";" 3000cc diesel engine";" automatic";32990
"ToyotaAuris1YrN/WideWarranty2007";"2007";26332;" Hatchback";" 1490cc petrol engine";" automatic";11970
"ToyotaHiluxSREC2.8D/4WD/6M2015";"2015";2659;" RV/SUV";" 2755cc diesel engine";" manual";46995
"ToyotaCorolla1.8GXAutoHatch2015";"2015";38539;" Hatchback";" 1798cc petrol engine";" tiptronic";23990
"ToyotaHighlander3.5GXLAWDSignature2014";"2014";45088;" RV/SUV";" 3456cc petrol engine";" tiptronic";49490
"ToyotaCamry2.5GLAlloyWheels2014";"2014";56238;" Sedan";" 2494cc petrol engine";" tiptronic";22500
"ToyotaPriusHybridNewShape2010";"2010";102915;" Hatchback";" 1800cc";" automatic";12995
"ToyotaHiace3.0Minibus2015";"2015";16500;" Van";" 2982cc diesel engine";" automatic";53990
"ToyotaPriusLowkms2011";"2011";81400;" Hatchback";" 1500cc petrol engine";" automatic";11670
"ToyotaHilux3.0Td2WdD/cab5M2011";"2011";86564;" Ute";" 2982cc diesel engine";" manual";27990
"ToyotaHiaceZL2.7PAutoNZNew2011";"2011";104000;" Van";" 2694cc petrol engine";" automatic";27999
"ToyotaCorollaLevinSXCVT2015";"2015";14254;" Hatchback";" 1798cc petrol engine";" automatic";26995
"ToyotaPriusNewShape2010";"2010";101033;" Hatchback";" 1800cc";" automatic";13995
"ToyotaRaum1.5PetrolSPackage5DrHatc...2007";"2007";67332;" Hatchback";" 1497cc petrol engine";" automatic";9995
"ToyotaRAV4Gxl2.5PSuv6A9.95%p.a*Fin...2013";"2013";67361;" RV/SUV";" 2494cc petrol engine";" automatic";29995
"ToyotaIpsum240S2005";"2005";116162;" Van";" 2360cc petrol engine";" automatic";7990
"ToyotaIpsum240SNODEPOSITFINANCET.A.P2006";"2006";88040;" Station Wagon";" 2400cc petrol engine";" automatic";11999
"ToyotaYaris1.5ZRHATCHBACK2015";"2015";14896;" Hatchback";" 1497cc petrol engine";" automatic";20990
"ToyotaCorolla1.8GXHATCHBACK2015";"2015";30372;" Hatchback";" 1798cc petrol engine";" automatic";25990
"ToyotaYaris1.5GXSEDAN2014";"2014";20443;" Sedan";" 1496cc petrol engine";" automatic";17990
"ToyotaHiaceSUPERGL2005";"2005";197334;" Van";" 2000cc";" automatic";14495
"ToyotaAvensis2.4LHalfLeather2007";"2007";89804;" Station Wagon";" 2400cc";" automatic";10895
"ToyotaHiaceRegiusAce2016";"2016";NA;" 1998cc petrol engine";" automatic";NA;37990
"ToyotaKlugerGrande4WD2012";"2012";48000;" Station Wagon";" 3500cc petrol engine";" automatic";33995
"ToyotaIsis**ReverseCamera**2004";"2004";73316;" Station Wagon";" 2000cc petrol engine";" automatic";5450
"ToyotaVitz2006";"2006";75612;" Hatchback";" 1300cc petrol engine";" automatic";6995
"ToyotaAllex-from$34.53weekly-Wellin...2004";"2004";78830;" Hatchback";" 1500cc petrol engine";" automatic";5979
"ToyotaWish1800ccSPORTS2004";"2004";111450;" Station Wagon";" 1800cc petrol engine";" automatic";5995
"ToyotaLandCruiserPRADOVXLimited4WD3...2012";"2012";113775;" Station Wagon";" 2982cc diesel engine";" automatic";59995
"ToyotaRAV4Gx2.0PPlatiniumEdition9.95...2013";"2013";89210;" RV/SUV";" 1986cc petrol engine";" automatic";27995
"ToyotaRAV42.0PPlatiniumEdition9.95%p...2013";"2013";40421;" RV/SUV";" 1986cc petrol engine";" automatic";29995
"ToyotaWishXAeroSportsPackage2007";"2007";102846;" Van";" 1800cc petrol engine";" automatic";9995
"ToyotaCamry2.5GLSedan2013";"2013";68180;" Sedan";" 2494cc petrol engine";" automatic";18990
"ToyotaCamrylimitededtionKeylessStart2006";"2006";36700;" Sedan";" 2400cc";" automatic";11500
"ToyotaCaldinaZ-LEdition2006";"2006";116000;" Station Wagon";" 1800cc petrol engine";" automatic";8990
"ToyotaCaldinaGT-FOURCEdition2004";"2004";87000;" Station Wagon";" 2000cc petrol engine";" automatic";11990
"ToyotaVitz-from$30.04weekly-Wairau...2006";"2006";62574;" Hatchback";" 1300cc petrol engine";" automatic";4979
"ToyotaIsis2.0BodykitSpoilerEletrical...2005";"2005";118955;" Station Wagon";" 1990cc petrol engine";" automatic";5350
"ToyotaHighlander4WD3.5PSUV/55A(GUFB-...2013";"2013";85140;" RV/SUV";" 3456cc petrol engine";" automatic";34995
"ToyotaCaldina1800CC,LOWKM2006";"2006";69517;" Station Wagon";" 1800cc petrol engine";" automatic";8995
"ToyotaCamryGL2.5PSedan6AT(SVGL-SI3)2014";"2014";55802;" Sedan";" 2494cc petrol engine";" automatic";21995
"ToyotaHiluxsurfSSR-G1991";"1991";250000;" Station Wagon";" 2950cc petrol engine";" automatic";3400
"ToyotaHiluxSR54WD3.0TDDCUte4A(KFDS...2013";"2013";81884;" Ute";" 2982cc diesel engine";" automatic";45995
"ToyotaRAV4*GModelPushStartSmartKey!!2007";"2007";86950;" RV/SUV";" 2400cc petrol engine";" automatic";14450
"ToyotaHighlanderGXLAWD3.5PV6SUV/76A...2015";"2015";46451;" RV/SUV";" 3456cc petrol engine";" automatic";49995
"ToyotaAurisSports2007";"2007";71000;" Hatchback";" 1500cc petrol engine";" automatic";10985
"ToyotaCorollaFielder2008";"2008";85000;" Station Wagon";" 1500cc petrol engine";" automatic";10985
"ToyotaRAV41998";"1998";100000;" RV/SUV";" 1998cc petrol engine";" automatic";6650
"ToyotaRAV4GXLAWD2.5PPetrolSUV/56AT2013";"2013";66100;" Station Wagon";" 2494cc petrol engine";" automatic";30990
"ToyotaCamry2.4LwithWARRANTY2010";"2010";102298;" Sedan";" 2400cc petrol engine";" automatic";12500
"ToyotaCorollaGLXFWD1.8PSedan/44A2013";"2013";61273;" Sedan";" 1798cc petrol engine";" automatic";17995
"ToyotaPrius6.95%Finance&5yrWarranty2015";"2015";19200;" Hatchback";" 1797cc hybrid";" petrol engine";29990
"ToyotaRAV42.0P4WDWAGON34A2001";"2001";148032;" RV/SUV";" 1998cc petrol engine";" automatic";8995
"ToyotaHilux3.0TURBODIESEL##2WD##FL...2011";"2011";108531;" Ute";" 3000cc diesel engine";" manual";22990
"ToyotaRAV4GXLAWD2.5PPetrolSUV/56AT2013";"2013";66302;" Station Wagon";" 2494cc petrol engine";" automatic";30990
"ToyotaAltezzaPopular2002";"2002";201200;" Sedan";" 1988cc petrol engine";" automatic";6999
"ToyotaIst-from$30.04weekly-Penrose...2005";"2005";69469;" Hatchback";" 1300cc petrol engine";" automatic";4979
"ToyotaIst-from$34.53weekly-NapierB...2004";"2004";52215;" Hatchback";" 1300cc petrol engine";" automatic";5979
"ToyotaCorollaGLXSedanSignatureClass2013";"2013";63700;" Sedan";" 1798cc petrol engine";" automatic";19990
"ToyotaCorollaRUNXAerotourer2004";"2004";64418;" Hatchback";" 1500cc petrol engine";" automatic";8495
"ToyotaCaldina2.0G1997";"1997";183090;" Station Wagon";" 2000cc petrol engine";" automatic";3990
"ToyotaCorollaGX1.8LHATCH2014";"2014";36643;" Hatchback";" 1798cc petrol engine";" automatic";22990
"ToyotaHiace6SeaterPetrolAAAPPRAISED2005";"2005";217000;" Van";" 2000cc petrol engine";" automatic";20995
"ToyotaVitz1.3LCamchainNicecolourlowkm2007";"2007";81164;" Hatchback";" 1290cc petrol engine";" automatic";6980
"ToyotaKluger-from$48.01weekly-Botan...2005";"2005";158292;" RV/SUV";" 2360cc petrol engine";" automatic";8979
"ToyotaHighlanderGXLAWD3.5LV6SUV2014";"2014";41646;" RV/SUV";" 3456cc petrol engine";" automatic";48888
"ToyotaVitzILL2008";"2008";49486;" Hatchback";" 1300cc";" automatic";8495
"ToyotaIst15G*NewShape*2007";"2007";61000;" Hatchback";" 1500cc petrol engine";" automatic";10985
"ToyotaCorollaNZNew2011";"2011";197090;" Station Wagon";" 1500cc petrol engine";" manual";7990
"ToyotaRactis2007";"2007";71382;" Hatchback";" 1500cc petrol engine";" automatic";6995
"ToyotaLandCruiserPRADOVX8SEATERNZNEW2007";"2007";165258;" RV/SUV";" 3956cc petrol engine";" automatic";25995
"ToyotaMark-X250GGREATCONDITIONSPECIAL...2005";"2005";88100;" Sedan";" 2500cc petrol engine";" tiptronic";7500
"ToyotaCorollaGX1.8LHATCH2014";"2014";56959;" Hatchback";" 1798cc petrol engine";" automatic";19388
"ToyotaMark-from$43.51weekly-Wairau...2005";"2005";67357;" Sedan";" 2500cc petrol engine";" automatic";7979
"ToyotaAuris1.8L61,000KMLOWKMSHATCHBACK2008";"2008";61000;" Hatchback";" 1800cc petrol engine";" automatic";10850
"ToyotaRAV42.4G52,000KMsAWDSUV4WD2007";"2007";52000;" RV/SUV";" 2400cc petrol engine";" tiptronic";17850
"ToyotaKlugerHighlander2.4S4WD*7seats*2004";"2004";145500;" RV/SUV";" 2400cc petrol engine";" automatic";10950
"ToyotaVitz2005";"2005";9366;" Hatchback";" 1300cc petrol engine";" automatic";9999
"ToyotaHiaceGRANDCABIN10SEATER!1996";"1996";63400;" Van";" 2982cc diesel engine";" automatic";18990
"ToyotaRAV42.4G69,000KMsSUV4WDCRUISE2005";"2005";69000;" RV/SUV";" 2400cc petrol engine";" tiptronic";15250
"ToyotaRAV4G2.42WD2007";"2007";122470;" RV/SUV";" 2362cc petrol engine";" automatic";14999
"ToyotaLandCruiserPradoVX3.0LDiesel2010";"2010";186820;" RV/SUV";" 2982cc diesel engine";" automatic";38990
"ToyotaPasso1.3LPetrolsaverGreatcondi...2006";"2006";93126;" Hatchback";" 1290cc petrol engine";" automatic";4990
"ToyotaHiace2011";"2011";127000;" Van";" 2980cc diesel engine";" automatic";25845
"ToyotaCorollaGX2009";"2009";208500;" Sedan";" 1800cc petrol engine";" automatic";6250
"ToyotaBlade2.44WDHatchback2007";"2007";146773;" Hatchback";" 2362cc petrol engine";" automatic";9999
"ToyotaPrius1.8LS40,000KMReversingCamera2014";"2014";40000;" Hatchback";" 1800cc petrol engine";" tiptronic";23999
"ToyotaMark-XZIO350GHIGHSPECWAGON2009";"2009";81010;" Station Wagon";" 3500cc petrol engine";" automatic";14500
"ToyotaYarisGX'Warrantytil2020'2014";"2014";39357;" Hatchback";" 1299cc petrol engine";" automatic";14990
"ToyotaBBNODEPOSITFINANCET.A.P2005";"2005";116210;" Hatchback";" 1300cc petrol engine";" automatic";9999
"ToyotaCorolla180GDualVVT-IEngineLow...2008";"2008";67726;" Hatchback";" 1790cc petrol engine";" automatic";9990
"ToyotaHilux3.0SR54WDAuto2012";"2012";105608;" Ute";" 2982cc diesel engine";" automatic";37990
"ToyotaRAV42.5GXAWD2014";"2014";75548;" RV/SUV";" 2494cc petrol engine";" tiptronic";27990
"ToyotaYaris1.3GXHATCHBACK2014";"2014";41744;" Hatchback";" 1299cc petrol engine";" manual";15990
"ToyotaMark-X250GLOWMILLAGESPECIAL!!!2005";"2005";74300;" Sedan";" 2500cc petrol engine";" tiptronic";8500
"ToyotaCorolla1500cclowmileage2004";"2004";74830;" Hatchback";" 1500cc petrol engine";" automatic";6995
"ToyotaAurionAT-X3.5LSedan2008";"2008";137857;" Sedan";" 3456cc petrol engine";" automatic";9738
"ToyotaCaldinaZLEdition2005";"2005";55000;" Station Wagon";" 1800cc petrol engine";" automatic";9990
"ToyotaCaldinaZT2005";"2005";75000;" Station Wagon";" 2000cc petrol engine";" automatic";8990
"ToyotaCorolla1.8GXAuto2013";"2013";29210;" Hatchback";" 1798cc petrol engine";" automatic";19990
"ToyotaFielder1500CCFACELIFTWITHALLOY...2005";"2005";77500;" Station Wagon";" 1500cc petrol engine";" automatic";7200
"ToyotaAuris1.5S36000KMSHATCHBACK2008";"2008";36752;" Hatchback";" 1500cc petrol engine";" automatic";10950
"ToyotaAuris150S61000KMSHATCHBACK2008";"2008";61010;" Hatchback";" 1500cc petrol engine";" automatic";10950
"ToyotaCorolla1.8GLXAuto2015";"2015";35959;" Hatchback";" 1798cc petrol engine";" automatic";24490
"ToyotaHiaceTZl2008";"2008";129296;" Van";" 2982cc diesel engine";" automatic";25500
