"titles";"years";"odometer";"vehicle_type";"engine";"gearbox";"prices";"locations"
"ToyotaWish1.8SevenSeater2006";2006;89000;" RV/SUV";" 1794cc petrol engine";" automatic";8995;"Christchurch City"
"ToyotaWish**LOWMILEAGE67,393**2005";2005;67393;" Station Wagon";" 1794cc petrol engine";" automatic";6999;"Auckland"
"ToyotaWish1.8X2005";2005;96149;" Station Wagon";" 1794cc petrol engine";" automatic";9372;"Otago"
"ToyotaWish2005";2005;107167;" Station Wagon";" 1800cc petrol engine";" automatic";7990;"Nelson Bays"
"ToyotaWishXSPACKAGE2005";2005;123381;" Van";" 1800cc petrol engine";" automatic";6189;"Auckland"
"ToyotaWish2.0ZCVT2009";2009;69541;" Station Wagon";" 1986cc petrol engine";" automatic";18990;"Auckland"
"ToyotaWishZ2004";2004;154209;" Van";" 2000cc petrol engine";" automatic";5990;"Canterbury"
"ToyotaWish2.0GCVT2007";2007;92138;" Station Wagon";" 1998cc petrol engine";" automatic";11290;"Auckland"
"ToyotaWish2004";2004;137833;" Van";" 1794cc petrol engine";" automatic";7499;"Canterbury"
"ToyotaWish2.0GCVT2007";2007;91639;" Station Wagon";" 1998cc petrol engine";" automatic";10940;"Auckland"
"ToyotaWishXNEOEDITION2005";2005;88635;" Station Wagon";" 1800cc petrol engine";" automatic";11995;"Timaru - Oamaru"
"ToyotaWish2004";2004;99505;" Station Wagon";" 1790cc petrol engine";" automatic";8999;"Otago"
"ToyotaWish1.82006";2006;43963;" Station Wagon";" 1800cc petrol engine";" automatic";9999;"Otago"
"ToyotaWish7SEATERAUTO1.8L5DOOR7SE...2004";2004;61520;" Station Wagon";" 1800cc petrol engine";" automatic";11950;"Waikato"
"ToyotaWish2.0ZAeroAAAppraised2004";2004;72158;" Van";" 2000cc petrol engine";" tiptronic";7490;"Auckland"
"ToyotaWishX2007";2007;104000;" Station Wagon";" 1800cc petrol engine";" automatic";7490;"Auckland"
"ToyotaWishXSPACKAGE2005";2005;100314;" Van";" 1800cc petrol engine";" automatic";6889;"Auckland"
"ToyotaWish2.0ZCVT2005";2005;88757;" Station Wagon";" 1998cc petrol engine";" automatic";11690;"Auckland"
"ToyotaWishX2005";2005;122300;" Van";" 1800cc petrol engine";" automatic";6990;"Canterbury"
"ToyotaWishJustArrivedOneYearFreeWar...2004";2004;79000;" Van";" 1800cc";" automatic";6995;"Auckland"
"ToyotaWishXSPACKAGE2005";2005;106292;" Van";" 1800cc petrol engine";" automatic";6589;"Auckland"
"ToyotaWishZSport-Sunroof2005";2005;102522;" Van";" 2000cc";" automatic";10690;"Southland"
"ToyotaWishXSPACKAGE2005";2005;98223;" Van";" 1800cc petrol engine";" automatic";7189;"Auckland"
"ToyotaWish2004";2004;90000;" RV/SUV";" 1794cc petrol engine";" automatic";5995;"Auckland City"
"ToyotaWishZEdition2005";2005;72147;" Van";" 2000cc petrol engine";" automatic";9990;"Wellington"
"ToyotaWish2005";2005;121387;" Van";" 2000cc petrol engine";" automatic";6990;"Wanganui"
"ToyotaWish1.8L7Seater2004";2004;58361;" Van";" 1800cc petrol engine";" automatic";7950;"Southland"
"ToyotaWish2004";2004;113358;" RV/SUV";" 1794cc petrol engine";" automatic";5500;"Helensville"
"ToyotaWish#1YEARWARRANTYFREE2004";2004;120500;" Van";" 2000cc petrol engine";" automatic";8999;"Canterbury"
"ToyotaWish1.8S/GreatCondition2006";2006;85000;" Van";" 1800cc petrol engine";" automatic";6990;"Auckland"
"ToyotaWish1.8LCVTWagon2009";2009;69950;" Station Wagon";" 1797cc petrol engine";" automatic";17990;"Canterbury"
"ToyotaWishAuctionGrade4.52007";2007;70581;" Station Wagon";" 1800cc petrol engine";" automatic";9995;"Auckland"
"ToyotaWish1,8ltr7seater2005";2005;87166;" Van";" 1790cc petrol engine";" automatic";7990;"Auckland"
"ToyotaWish2004";2004;91234;" RV/SUV";" 1998cc petrol engine";" automatic";8995;"Timaru"
"ToyotaWish1.82005";2005;96642;" Van";" 1800cc petrol engine";" automatic";9995;"Waikato"
"ToyotaWishMakeanOFFER2004";2004;124170;" Sedan";" 1790cc petrol engine";" automatic";9975;"Waikato"
"ToyotaWishXLIMITED-7SEATS2008";2008;78330;" Station Wagon";" 1800cc petrol engine";" automatic";10990;"Auckland"
"ToyotaWishAuto7Seater2004";2004;91285;" Hatchback";" 1794cc petrol engine";" automatic";8950;"Manawatu"
"ToyotaWish2005";2005;75444;" Station Wagon";" 1800cc petrol engine";" automatic";8895;"Otago"
"ToyotaWish2.0CamchainAlloy,Reverseca...2004";2004;81833;" Station Wagon";" 1990cc petrol engine";" automatic";6990;"Hawke's Bay"
"ToyotaWishZEdition2005";2005;116098;" Van";" 2000cc petrol engine";" automatic";7495;"Waikato"
"ToyotaWishXS-pack2004";2004;120660;" RV/SUV";" 1794cc petrol engine";" automatic";7250;"Nelson"
"ToyotaWish1.8X2004";2004;110768;" Van";" 1800cc petrol engine";" automatic";6990;"Wellington"
"ToyotaWishAEROSPORTSSUNROOF2007";2007;74006;" Van";" 1800cc petrol engine";" automatic";9995;"Auckland"
"ToyotaWish1.8XSPackage5DR2004";2004;87878;" Station Wagon";" 1794cc petrol engine";" automatic";11990;"Waikato"
"ToyotaWish2006";2006;57000;" RV/SUV";" 1794cc petrol engine";" automatic";10000;"North Shore"
"ToyotaWishAeroSportAuto2009";2009;45000;" Station Wagon";" 1797cc petrol engine";" automatic";18990;"Hawke's Bay"
"ToyotaWish***NEWMAGS/TYRES***2007";2007;110675;" Station Wagon";" 1800cc petrol engine";" automatic";7999;"Auckland"
"ToyotaWish2005";2005;91800;" Station Wagon";" 1800cc petrol engine";" automatic";5999;"Taupo"
"ToyotaWish2004";2004;124000;" RV/SUV";" 1794cc petrol engine";" automatic";7900;"Auckland City"
"ToyotaWish6STRCaptainSeatsNoDeposit2004";2004;106473;" Station Wagon";" 1990cc petrol engine";" automatic";9999;"Otago"
"ToyotaWish7Seater2005";2005;101611;" Van";" 1800cc";" automatic";9990;"Southland"
"ToyotaWish2004";2004;55292;" RV/SUV";" 1998cc petrol engine";" automatic";8700;"Napier"
"ToyotaWishXLimited2007";2007;96052;" Station Wagon";" 1790cc petrol engine";" automatic";9990;"Waikato"
"ToyotaWishZ2006";2006;62912;" Station Wagon";" 2000cc petrol engine";" automatic";10990;"Bay of Plenty"
"ToyotaWishXAEROSPORTSPACKAGE2006";2006;49101;" Station Wagon";" 1800cc petrol engine";" automatic";9990;"Auckland"
"ToyotaWishXAeroSportsPkgLEdition2008";2008;79844;" Station Wagon";" 1790cc petrol engine";" automatic";11990;"Bay of Plenty"
"ToyotaWish1.8XAerosportsPkg2006";2006;68276;" Station Wagon";" 1790cc petrol engine";" automatic";9990;"Auckland"
"ToyotaWishZ2004";2004;168500;" Station Wagon";" 1995cc petrol engine";" automatic";7990;"Southland"
"ToyotaWish2005";2005;53787;" RV/SUV";" 1794cc petrol engine";" automatic";7700;"Auckland City"
"ToyotaWish2005";2005;73900;" Van";" 1800cc petrol engine";" automatic";7990;"Otago"
"ToyotaWish1.8SCVT2009";2009;104385;" Station Wagon";" 1797cc petrol engine";" automatic";16640;"Auckland"
"ToyotaWish1.8X2006";2006;105860;" Station Wagon";" 1794cc petrol engine";" automatic";10190;"Auckland"
"ToyotaWish1.82005";2005;119448;" Station Wagon";" 1794cc petrol engine";" automatic";8999;"Otago"
"ToyotaWish*Financemeat9.95%2006";2006;91958;" Station Wagon";" 2000cc petrol engine";" automatic";9990;"Gisborne"
"ToyotaWish1.8SCVT2009";2009;69874;" Station Wagon";" 1797cc petrol engine";" automatic";17490;"Auckland"
"ToyotaWish1.8XSPackage2005";2005;64713;" Station Wagon";" 1794cc petrol engine";" automatic";11840;"Auckland"
"ToyotaWish2004";2004;50000;" Hatchback";" 1800cc petrol engine";" automatic";7900;"Auckland"
"ToyotaWish**12MonthWarranty**2005";2005;133555;" Station Wagon";" 2000cc petrol engine";" automatic";6999;"Nelson Bays"
"ToyotaWish1.8L7Seater2005";2005;100425;" Van";" 1800cc petrol engine";" automatic";6950;"Southland"
"ToyotaWish1.8SCVT2009";2009;94246;" Station Wagon";" 1797cc petrol engine";" automatic";17890;"Auckland"
"ToyotaWish1.8SCVT2009";2009;92211;" Station Wagon";" 1797cc petrol engine";" automatic";16640;"Auckland"
"ToyotaWishIMMACULATE7SEATERWAGON2005";2005;55379;" Station Wagon";" 1800cc petrol engine";" automatic";9990;"Canterbury"
"ToyotaWishZEdition2005";2005;54538;" Station Wagon";" 1990cc petrol engine";" automatic";11990;"Bay of Plenty"
"ToyotaWish.2004";2004;118500;" Other";NA;NA;5550;"Lower Hutt City"
"ToyotaWish1.8Neo7seater2004";2004;72296;" Van";" 1800cc petrol engine";" automatic";7750;"Southland"
"ToyotaWish2004";2004;126850;" Van";" 1800cc petrol engine";" automatic";8995;"Wellington"
"ToyotaWish2004";2004;100993;" Station Wagon";" 1790cc petrol engine";" automatic";9999;"Canterbury"
"ToyotaWishX-LTD22,266KMS!REARCAMERA2008";2008;22266;" Station Wagon";" 1800cc petrol engine";" automatic";13750;"Auckland"
"ToyotaWishSportpack2005";2005;83421;" Station Wagon";" 2000cc petrol engine";" automatic";9999;"Timaru - Oamaru"
"ToyotaWish2003";2003;149000;" RV/SUV";" 1998cc petrol engine";" automatic";5250;"Manukau City"
"ToyotaWish6SEATER2004";2004;123823;" Station Wagon";" 1998cc petrol engine";" automatic";7995;"Wellington"
"ToyotaWish2005";2005;69815;" RV/SUV";" 1998cc petrol engine";" automatic";7000;"Hamilton"
"ToyotaWish2003";2003;207062;" Station Wagon";" 1790cc petrol engine";" automatic";5995;"Wellington"
"ToyotaWishXLEditionLOWKMS!REARCAMERA2008";2008;47271;" Station Wagon";" 1800cc petrol engine";" automatic";11980;"Auckland"
"ToyotaWishX43KMS!REVERSINGCAMERA/DVD2008";2008;43128;" Station Wagon";" 1800cc petrol engine";" automatic";11980;"Auckland"
"ToyotaWishXAeroSport2005";2005;50100;" Hatchback";" 1800cc petrol engine";" automatic";10990;"Canterbury"
"ToyotaWishZSport2005WideBody2.0l...2005";2005;99892;" Van";" 2000cc petrol engine";" automatic";8650;"Auckland"
"ToyotaWishXSSport7seater2005";2005;99276;" Van";" 1800cc petrol engine";" automatic";8995;"Otago"
"ToyotaWishX2005";2005;80179;" Station Wagon";" 1800cc petrol engine";" automatic";9990;"Canterbury"
"ToyotaWish6SEATER2004";2004;147518;" Station Wagon";" 1998cc petrol engine";" automatic";7995;"Wellington"
"ToyotaWish2.0ZCVT2005";2005;54790;" Station Wagon";" 1998cc petrol engine";" automatic";12590;"Auckland"
"ToyotaWishXEdition2005";2005;72783;" Station Wagon";" 1800cc petrol engine";" automatic";8990;"Auckland"
"ToyotaWish7seaterBodykit2005";2005;100761;" Van";" 1990cc petrol engine";" automatic";9995;"Northland"
"ToyotaWish1.8SCVT2009";2009;104144;" Station Wagon";" 1797cc petrol engine";" automatic";16390;"Auckland"
"ToyotaWish2004";2004;188000;" Station Wagon";" 2000cc petrol engine";" automatic";5750;"Darfield"
"ToyotaWishXLTD2007";2007;67000;" Van";" 1800cc petrol engine";" automatic";11995;"Bay of Plenty"
"ToyotaWish2009";2009;88200;" Station Wagon";" 1797cc petrol engine";" tiptronic";13800;"Manukau City"
"ToyotaWish1.8SSmartKeyReverseCamera2009";2009;74900;" Station Wagon";" 1800cc petrol engine";" automatic";14990;"Auckland"
"ToyotaWish2004";2004;99395;" Van";" 1794cc petrol engine";" automatic";6995;"Napier"
"ToyotaWish2005";2005;116096;" Van";" 1794cc petrol engine";" automatic";6995;"Napier"
"ToyotaWish2.0Wagon2009";2009;109465;" Station Wagon";" 1986cc petrol engine";" automatic";15990;"Taranaki"
"ToyotaWish1.8LWagon2009";2009;91500;" Station Wagon";" petrol engine";" automatic";13990;"Timaru - Oamaru"
"ToyotaWish2005";2005;112821;" Station Wagon";" 1990cc petrol engine";" automatic";8999;"Canterbury"
"ToyotaWish1.8X2009";2009;70509;" Van";" 1797cc petrol engine";" tiptronic";13980;"Auckland"
"ToyotaWish1.8X2009";2009;50330;" Station Wagon";" 1797cc petrol engine";" tiptronic";14480;"Auckland"
"ToyotaWish1.8SCVT2010";2010;92490;" Station Wagon";" 1797cc petrol engine";" automatic";17140;"Auckland"
"ToyotaWish1794PetrolXHATCH4A(ZNE10-H...2006";2006;104629;" Hatchback";" 1794cc petrol engine";" automatic";9500;"Auckland"
"ToyotaWish*7SEATER*2006";2006;67000;" Station Wagon";" 1800cc petrol engine";" automatic";8500;"Auckland"
"ToyotaWishZSportMakeanOFFER2004";2004;111000;" Station Wagon";" 1990cc petrol engine";" automatic";9975;"Waikato"
"ToyotaWishAeroSport2006";2006;68000;" Station Wagon";" 1794cc petrol engine";" tiptronic";9400;"Christchurch City"
"ToyotaWish*Was$109902005";2005;65058;" Station Wagon";" 1790cc petrol engine";" automatic";7850;"Auckland"
"ToyotaWish2004";2004;93949;" RV/SUV";" 1998cc petrol engine";" automatic";6995;"Napier"
"ToyotaWishSSpecSmartKeys&ReverseCa...2009";2009;77200;" Station Wagon";" 1800cc petrol engine";" automatic";14990;"Auckland"
"ToyotaWish180XSmartKeyReverseCamera2009";2009;77000;" Station Wagon";" 1800cc petrol engine";" automatic";13990;"Auckland"
"ToyotaWish2004";2004;117057;" RV/SUV";" 1998cc petrol engine";" automatic";6995;"Napier"
"ToyotaWish2004";2004;105529;" RV/SUV";" 1794cc petrol engine";" automatic";7995;"Napier"
"ToyotaWishAeroSportPackage2006";2006;66100;" RV/SUV";" 1794cc petrol engine";" automatic";9200;"Christchurch City"
"ToyotaWish2004";2004;88475;" Station Wagon";" 1790cc petrol engine";" automatic";6450;"Auckland"
"ToyotaWishAreosportpackage2006";2006;78620;" Station Wagon";" 1794cc petrol engine";" automatic";8800;"Christchurch City"
"ToyotaWishSportsMakeanOFFER2004";2004;109249;" Sedan";" 1790cc petrol engine";" automatic";10975;"Waikato"
"ToyotaWish1.8PetrolX5DrWagon4A2WD2005";2005;87890;" Station Wagon";" 1800cc petrol engine";" automatic";12990;"West Coast"
"ToyotaWish2010YearNewsharpVALVEMATIC2010";2010;98387;" Station Wagon";" 1800cc petrol engine";" automatic";12990;"Auckland"
"ToyotaWish2004";2004;101000;" Van";" 2000cc petrol engine";" automatic";7895;"Auckland"
"ToyotaWishAeroSport2005";2005;75000;" Station Wagon";" 1800cc petrol engine";" automatic";3000;"Waitakere City"
"ToyotaWishZEdition2005";2005;94423;" RV/SUV";" 2000cc petrol engine";" automatic";10995;"Tauranga"
"ToyotaWish2004";2004;92678;" Station Wagon";" 1800cc petrol engine";" automatic";6800;"Manukau City"
